date_of_death,new_deaths,cumulative_deaths,data_as_of,data_loaded_at
08/31/2021 12:00:00 AM,0,616,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/01/2021 12:00:00 AM,2,618,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/02/2021 12:00:00 AM,0,618,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/03/2021 12:00:00 AM,1,619,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/04/2021 12:00:00 AM,3,622,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/05/2021 12:00:00 AM,2,624,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/06/2021 12:00:00 AM,1,625,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/07/2021 12:00:00 AM,3,628,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/08/2021 12:00:00 AM,2,630,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/09/2021 12:00:00 AM,3,633,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/10/2021 12:00:00 AM,2,635,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/11/2021 12:00:00 AM,3,638,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/12/2021 12:00:00 AM,2,640,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/13/2021 12:00:00 AM,0,640,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/14/2021 12:00:00 AM,1,641,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/15/2021 12:00:00 AM,1,642,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/16/2021 12:00:00 AM,0,642,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/17/2021 12:00:00 AM,0,642,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/18/2021 12:00:00 AM,1,643,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/19/2021 12:00:00 AM,2,645,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/20/2021 12:00:00 AM,1,646,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/21/2021 12:00:00 AM,0,646,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/22/2021 12:00:00 AM,0,646,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/23/2021 12:00:00 AM,2,648,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/24/2021 12:00:00 AM,1,649,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/25/2021 12:00:00 AM,2,651,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/26/2021 12:00:00 AM,0,651,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/27/2021 12:00:00 AM,3,654,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/28/2021 12:00:00 AM,0,654,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/29/2021 12:00:00 AM,1,655,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
09/30/2021 12:00:00 AM,0,655,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/01/2021 12:00:00 AM,0,655,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/02/2021 12:00:00 AM,1,656,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/03/2021 12:00:00 AM,1,657,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/04/2021 12:00:00 AM,1,658,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/05/2021 12:00:00 AM,0,658,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/06/2021 12:00:00 AM,0,658,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/07/2021 12:00:00 AM,2,660,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/08/2021 12:00:00 AM,0,660,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/09/2021 12:00:00 AM,1,661,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/10/2021 12:00:00 AM,2,663,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/11/2021 12:00:00 AM,0,663,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/12/2021 12:00:00 AM,1,664,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/13/2021 12:00:00 AM,0,664,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/14/2021 12:00:00 AM,0,664,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/15/2021 12:00:00 AM,1,665,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/16/2021 12:00:00 AM,1,666,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/17/2021 12:00:00 AM,3,669,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/18/2021 12:00:00 AM,1,670,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/19/2021 12:00:00 AM,1,671,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/20/2021 12:00:00 AM,1,672,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/21/2021 12:00:00 AM,1,673,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/22/2021 12:00:00 AM,0,673,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/23/2021 12:00:00 AM,0,673,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/24/2021 12:00:00 AM,0,673,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/25/2021 12:00:00 AM,1,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/26/2021 12:00:00 AM,0,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/27/2021 12:00:00 AM,0,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/28/2021 12:00:00 AM,0,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/29/2021 12:00:00 AM,0,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/30/2021 12:00:00 AM,0,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
10/31/2021 12:00:00 AM,0,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/01/2021 12:00:00 AM,0,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/02/2021 12:00:00 AM,0,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/03/2021 12:00:00 AM,0,674,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/04/2021 12:00:00 AM,1,675,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/05/2021 12:00:00 AM,0,675,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/06/2021 12:00:00 AM,0,675,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/07/2021 12:00:00 AM,1,676,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/08/2021 12:00:00 AM,0,676,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/09/2021 12:00:00 AM,0,676,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/10/2021 12:00:00 AM,0,676,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/11/2021 12:00:00 AM,0,676,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/12/2021 12:00:00 AM,1,677,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/13/2021 12:00:00 AM,0,677,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/14/2021 12:00:00 AM,0,677,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/15/2021 12:00:00 AM,2,679,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/16/2021 12:00:00 AM,0,679,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/17/2021 12:00:00 AM,0,679,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/18/2021 12:00:00 AM,2,681,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/19/2021 12:00:00 AM,0,681,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/20/2021 12:00:00 AM,0,681,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/21/2021 12:00:00 AM,1,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/22/2021 12:00:00 AM,0,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/23/2021 12:00:00 AM,0,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/24/2021 12:00:00 AM,0,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/25/2021 12:00:00 AM,0,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/26/2021 12:00:00 AM,0,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/27/2021 12:00:00 AM,0,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/28/2021 12:00:00 AM,0,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/29/2021 12:00:00 AM,0,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
11/30/2021 12:00:00 AM,0,682,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/01/2021 12:00:00 AM,1,683,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/02/2021 12:00:00 AM,0,683,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/03/2021 12:00:00 AM,2,685,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/04/2021 12:00:00 AM,0,685,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/05/2021 12:00:00 AM,0,685,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/06/2021 12:00:00 AM,0,685,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/07/2021 12:00:00 AM,2,687,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/08/2021 12:00:00 AM,0,687,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/09/2021 12:00:00 AM,0,687,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/10/2021 12:00:00 AM,0,687,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/11/2021 12:00:00 AM,0,687,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/12/2021 12:00:00 AM,1,688,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/13/2021 12:00:00 AM,1,689,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/14/2021 12:00:00 AM,0,689,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/15/2021 12:00:00 AM,0,689,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/16/2021 12:00:00 AM,0,689,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/17/2021 12:00:00 AM,0,689,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/18/2021 12:00:00 AM,1,690,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/19/2021 12:00:00 AM,1,691,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/20/2021 12:00:00 AM,1,692,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/21/2021 12:00:00 AM,0,692,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/22/2021 12:00:00 AM,0,692,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/23/2021 12:00:00 AM,0,692,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/24/2021 12:00:00 AM,0,692,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/25/2021 12:00:00 AM,0,692,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/26/2021 12:00:00 AM,1,693,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/27/2021 12:00:00 AM,1,694,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/28/2021 12:00:00 AM,1,695,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/29/2021 12:00:00 AM,0,695,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/30/2021 12:00:00 AM,0,695,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/31/2021 12:00:00 AM,0,695,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/01/2022 12:00:00 AM,3,698,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/02/2022 12:00:00 AM,0,698,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/03/2022 12:00:00 AM,1,699,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/04/2022 12:00:00 AM,1,700,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/05/2022 12:00:00 AM,2,702,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/06/2022 12:00:00 AM,2,704,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/07/2022 12:00:00 AM,1,705,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/08/2022 12:00:00 AM,2,707,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/09/2022 12:00:00 AM,3,710,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/10/2022 12:00:00 AM,1,711,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/11/2022 12:00:00 AM,3,714,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/12/2022 12:00:00 AM,1,715,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/13/2022 12:00:00 AM,3,718,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/14/2022 12:00:00 AM,2,720,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/15/2022 12:00:00 AM,0,720,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/16/2022 12:00:00 AM,4,724,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/17/2022 12:00:00 AM,1,725,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/18/2022 12:00:00 AM,2,727,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/19/2022 12:00:00 AM,1,728,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/20/2022 12:00:00 AM,2,730,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/21/2022 12:00:00 AM,5,735,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/22/2022 12:00:00 AM,2,737,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/23/2022 12:00:00 AM,3,740,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/24/2022 12:00:00 AM,5,745,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/25/2022 12:00:00 AM,2,747,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/26/2022 12:00:00 AM,4,751,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/27/2022 12:00:00 AM,1,752,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/28/2022 12:00:00 AM,2,754,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/29/2022 12:00:00 AM,4,758,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/30/2022 12:00:00 AM,6,764,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/31/2022 12:00:00 AM,5,769,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/01/2022 12:00:00 AM,3,772,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/02/2022 12:00:00 AM,0,772,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/03/2022 12:00:00 AM,5,777,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/04/2022 12:00:00 AM,9,786,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/05/2022 12:00:00 AM,4,790,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/06/2022 12:00:00 AM,0,790,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/07/2022 12:00:00 AM,3,793,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/08/2022 12:00:00 AM,3,796,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/09/2022 12:00:00 AM,4,800,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/10/2022 12:00:00 AM,3,803,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/11/2022 12:00:00 AM,6,809,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/12/2022 12:00:00 AM,4,813,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/13/2022 12:00:00 AM,4,817,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/14/2022 12:00:00 AM,1,818,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/15/2022 12:00:00 AM,2,820,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/16/2022 12:00:00 AM,0,820,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/17/2022 12:00:00 AM,3,823,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/18/2022 12:00:00 AM,1,824,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/19/2022 12:00:00 AM,0,824,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/20/2022 12:00:00 AM,4,828,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/21/2022 12:00:00 AM,1,829,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/22/2022 12:00:00 AM,2,831,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/23/2022 12:00:00 AM,3,834,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/24/2022 12:00:00 AM,3,837,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/25/2022 12:00:00 AM,2,839,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/26/2022 12:00:00 AM,2,841,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/27/2022 12:00:00 AM,1,842,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/28/2022 12:00:00 AM,3,845,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/01/2022 12:00:00 AM,1,846,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/02/2022 12:00:00 AM,0,846,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/03/2022 12:00:00 AM,3,849,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/04/2022 12:00:00 AM,1,850,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/05/2022 12:00:00 AM,0,850,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/06/2022 12:00:00 AM,0,850,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/07/2022 12:00:00 AM,0,850,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/08/2022 12:00:00 AM,2,852,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/09/2022 12:00:00 AM,1,853,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/10/2022 12:00:00 AM,0,853,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/11/2022 12:00:00 AM,1,854,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/12/2022 12:00:00 AM,2,856,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/13/2022 12:00:00 AM,0,856,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/14/2022 12:00:00 AM,1,857,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/15/2022 12:00:00 AM,1,858,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/16/2022 12:00:00 AM,0,858,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/17/2022 12:00:00 AM,1,859,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/18/2022 12:00:00 AM,0,859,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/19/2022 12:00:00 AM,0,859,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/20/2022 12:00:00 AM,0,859,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/21/2022 12:00:00 AM,1,860,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/22/2022 12:00:00 AM,1,861,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/23/2022 12:00:00 AM,0,861,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/24/2022 12:00:00 AM,0,861,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/25/2022 12:00:00 AM,0,861,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/26/2022 12:00:00 AM,0,861,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/27/2022 12:00:00 AM,0,861,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/28/2022 12:00:00 AM,4,865,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/29/2022 12:00:00 AM,0,865,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/30/2022 12:00:00 AM,0,865,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/31/2022 12:00:00 AM,0,865,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/01/2022 12:00:00 AM,0,865,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/02/2022 12:00:00 AM,0,865,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/03/2022 12:00:00 AM,1,866,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/04/2022 12:00:00 AM,0,866,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/05/2022 12:00:00 AM,4,870,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/06/2022 12:00:00 AM,2,872,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/07/2022 12:00:00 AM,0,872,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/08/2022 12:00:00 AM,0,872,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/09/2022 12:00:00 AM,0,872,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/10/2022 12:00:00 AM,0,872,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/11/2022 12:00:00 AM,0,872,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/12/2022 12:00:00 AM,0,872,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/13/2022 12:00:00 AM,2,874,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/14/2022 12:00:00 AM,0,874,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/15/2022 12:00:00 AM,0,874,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/16/2022 12:00:00 AM,0,874,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/17/2022 12:00:00 AM,0,874,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/18/2022 12:00:00 AM,0,874,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/19/2022 12:00:00 AM,0,874,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/20/2022 12:00:00 AM,0,874,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/21/2022 12:00:00 AM,1,875,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/22/2022 12:00:00 AM,0,875,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/23/2022 12:00:00 AM,0,875,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/24/2022 12:00:00 AM,0,875,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/25/2022 12:00:00 AM,0,875,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/26/2022 12:00:00 AM,0,875,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/27/2022 12:00:00 AM,0,875,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/28/2022 12:00:00 AM,0,875,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/29/2022 12:00:00 AM,0,875,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/30/2022 12:00:00 AM,1,876,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/01/2022 12:00:00 AM,0,876,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/02/2022 12:00:00 AM,2,878,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/03/2022 12:00:00 AM,0,878,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/04/2022 12:00:00 AM,1,879,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/05/2022 12:00:00 AM,1,880,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/06/2022 12:00:00 AM,2,882,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/07/2022 12:00:00 AM,0,882,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/08/2022 12:00:00 AM,2,884,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/09/2022 12:00:00 AM,0,884,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/10/2022 12:00:00 AM,1,885,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/11/2022 12:00:00 AM,0,885,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/12/2022 12:00:00 AM,1,886,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/13/2022 12:00:00 AM,1,887,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/14/2022 12:00:00 AM,0,887,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/15/2022 12:00:00 AM,2,889,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/16/2022 12:00:00 AM,0,889,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/17/2022 12:00:00 AM,0,889,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/18/2022 12:00:00 AM,0,889,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/19/2022 12:00:00 AM,1,890,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/20/2022 12:00:00 AM,1,891,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/21/2022 12:00:00 AM,2,893,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/22/2022 12:00:00 AM,2,895,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/23/2022 12:00:00 AM,0,895,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/24/2022 12:00:00 AM,3,898,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/25/2022 12:00:00 AM,0,898,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
