gpf_id,variable,cnty_abbr,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
24-0-ABAG2021-household_population,HHPOP,SM,0.9558870483100196,0.9621888985514454,0.9684907487928712,0.9747925990342968,0.9810944492757226,0.9873962995171485,0.9936981497585742,1.0,1.0063018502414256,1.0126037004828514,1.0189055507242772,1.025207400965703,1.0315092512071289,1.0378111014485545,1.0441129516899803,1.050414801931406,1.0567166521728317,1.0630185024142575,1.0693203526556831,1.075622202897109,1.0819240531385348,1.0933769110607559,1.1048297689829767,1.1162826269051978,1.1277354848274188,1.1391883427496399,1.1506412006718607,1.1620940585940818,1.1735469165163026,1.1849997744385237,1.1964526323607447,1.2079054902829656,1.2193583482051866,1.2308112061274075,1.2422640640496285,1.2537169219718496
24-0-ABAG2021-household_population,HHPOP,SNC,0.9191378096382309,0.9306895511184836,0.9422412925987363,0.9537930340789891,0.9653447755592418,0.9768965170394945,0.9884482585197473,1.0,1.0115517414802528,1.0231034829605055,1.0346552244407583,1.046206965921011,1.0577587074012638,1.0693104488815164,1.0808621903617692,1.0924139318420218,1.1039656733222747,1.1155174148025273,1.1270691562827801,1.1386208977630328,1.1501726392432856,1.16616749810012,1.1821623569569544,1.1981572158137888,1.2141520746706231,1.2301469335274575,1.246141792384292,1.2621366512411263,1.2781315100979607,1.2941263689547953,1.3101212278116297,1.326116086668464,1.3421109455252984,1.3581058043821328,1.3741006632389674,1.3900955220958018
24-0-ABAG2021-household_population,HHPOP,ALA,0.924011262860894,0.9348667967379092,0.9457223306149244,0.9565778644919394,0.9674333983689545,0.9782889322459697,0.9891444661229848,1.0,1.010855533877015,1.0217110677540302,1.0325666016310453,1.0434221355080604,1.0542776693850757,1.0651332032620906,1.075988737139106,1.086844271016121,1.0976998048931361,1.1085553387701512,1.1194108726471663,1.1302664065241814,1.1411219404011967,1.1490251757800545,1.1569284111589127,1.1648316465377706,1.1727348819166286,1.1806381172954863,1.1885413526743445,1.1964445880532024,1.2043478234320604,1.212251058810918,1.2201542941897763,1.2280575295686342,1.235960764947492,1.2438640003263501,1.251767235705208,1.259670471084066
24-0-ABAG2021-household_population,HHPOP,CC,0.9502711567813674,0.9573752772411721,0.9644793977009767,0.9715835181607815,0.9786876386205859,0.9857917590803907,0.9928958795401954,1.0,1.0071041204598048,1.0142082409196094,1.021312361379414,1.0284164818392187,1.0355206022990233,1.0426247227588281,1.0497288432186327,1.0568329636784373,1.063937084138242,1.0710412045980466,1.0781453250578514,1.085249445517656,1.0923535659774606,1.1015464864291116,1.1107394068807626,1.1199323273324133,1.1291252477840643,1.1383181682357153,1.147511088687366,1.156704009139017,1.165896929590668,1.175089850042319,1.1842827704939698,1.1934756909456208,1.2026686113972718,1.2118615318489225,1.2210544523005735,1.2302473727522245
24-0-ABAG2021-household_population,HHPOP,SOL,0.9993708792155109,0.999460753613295,0.9995506280110793,0.9996405024088634,0.9997303768066476,0.9998202512044316,0.9999101256022157,1.0,1.000089874397784,1.0001797487955684,1.0002696231933523,1.0003594975911365,1.0004493719889207,1.0005392463867049,1.000629120784489,1.000718995182273,1.0008088695800572,1.0008987439778414,1.0009886183756256,1.0010784927734098,1.001168367171194,1.0094622434164526,1.0177561196617115,1.0260499959069704,1.0343438721522291,1.042637748397488,1.050931624642747,1.0592255008880056,1.0675193771332645,1.0758132533785232,1.084107129623782,1.092401005869041,1.1006948821142997,1.1089887583595586,1.1172826346048175,1.1255765108500762
24-0-ABAG2021-household_population,HHPOP,NAP,1.0079153254498618,1.0067845646713103,1.0056538038927585,1.0045230431142067,1.003392282335655,1.0022615215571034,1.0011307607785516,1.0,0.9988692392214481,0.9977384784428964,0.9966077176643447,0.9954769568857931,0.9943461961072414,0.9932154353286896,0.9920846745501379,0.9909539137715863,0.9898231529930346,0.9886923922144829,0.987561631435931,0.9864308706573793,0.9853001098788277,0.9868911562523348,0.9884822026258422,0.9900732489993493,0.9916642953728567,0.9932553417463639,0.9948463881198712,0.9964374344933784,0.9980284808668858,0.9996195272403929,1.0012105736139003,1.0028016199874075,1.0043926663609148,1.005983712734422,1.0075747591079294,1.0091658054814365
24-0-ABAG2021-household_population,HHPOP,SON,0.9968983587199444,0.9973414503313809,0.9977845419428174,0.9982276335542539,0.9986707251656904,0.999113816777127,0.9995569083885636,1.0,1.0004430916114366,1.000886183222873,1.0013292748343094,1.001772366445746,1.0022154580571825,1.0026585496686191,1.0031016412800555,1.0035447328914922,1.0039878245029288,1.0044309161143652,1.0048740077258018,1.0053170993372382,1.0057601909486749,1.0096694149479912,1.0135786389473076,1.0174878629466242,1.0213970869459406,1.025306310945257,1.0292155349445735,1.0331247589438899,1.0370339829432063,1.0409432069425226,1.0448524309418392,1.0487616549411556,1.052670878940472,1.0565801029397883,1.060489326939105,1.0643985509384213
24-0-ABAG2021-household_population,HHPOP,MAR,0.9472804795766613,0.9548118396371382,0.9623431996976152,0.9698745597580921,0.9774059198185691,0.9849372798790461,0.9924686399395231,1.0,1.007531360060477,1.0150627201209539,1.0225940801814308,1.0301254402419078,1.0376568003023847,1.0451881603628619,1.0527195204233388,1.0602508804838158,1.0677822405442927,1.0753136006047697,1.0828449606652466,1.0903763207257235,1.0979076807862005,1.1031523145744064,1.1083969483626122,1.1136415821508179,1.1188862159390238,1.1241308497272295,1.1293754835154355,1.1346201173036412,1.139864751091847,1.1451093848800529,1.1503540186682588,1.1555986524564643,1.1608432862446703,1.1660879200328762,1.171332553821082,1.1765771876092876
24-0-ABAG2021-total_population,TOTPOP,SF,0.9379343885889063,0.9468009045047768,0.9556674204206473,0.9645339363365178,0.9734004522523884,0.9822669681682589,0.9911334840841295,1.0,1.0088665159158705,1.017733031831741,1.0265995477476115,1.035466063663482,1.0443325795793525,1.053199095495223,1.0620656114110936,1.070932127326964,1.0797986432428348,1.0886651591587053,1.0975316750745756,1.1063981909904463,1.1152647069063168,1.1309798971577276,1.1466950874091382,1.1624102776605492,1.17812546791196,1.1938406581633707,1.2095558484147813,1.2252710386661922,1.240986228917603,1.2567014191690138,1.2724166094204246,1.2881317996718353,1.303846989923246,1.3195621801746567,1.3352773704260676,1.3509925606774784
24-0-ABAG2021-total_population,TOTPOP,SM,0.9554605825936678,0.9618233565088582,0.9681861304240484,0.9745489043392388,0.980911678254429,0.9872744521696194,0.9936372260848098,1.0,1.0063627739151904,1.0127255478303807,1.019088321745571,1.0254510956607614,1.0318138695759516,1.038176643491142,1.0445394174063323,1.0509021913215226,1.057264965236713,1.0636277391519031,1.0699905130670935,1.0763532869822838,1.0827160608974742,1.0940881915182328,1.1054603221389914,1.11683245275975,1.1282045833805086,1.1395767140012671,1.1509488446220257,1.1623209752427843,1.173693105863543,1.1850652364843017,1.1964373671050603,1.207809497725819,1.2191816283465775,1.230553758967336,1.2419258895880947,1.2532980202088533
24-0-ABAG2021-total_population,TOTPOP,SNC,0.9191356611851504,0.9306877095872718,0.9422397579893932,0.9537918063915145,0.9653438547936359,0.9768959031957573,0.9884479515978786,1.0,1.0115520484021214,1.0231040968042426,1.034656145206364,1.0462081936084853,1.0577602420106067,1.0693122904127281,1.0808643388148496,1.0924163872169708,1.1039684356190922,1.1155204840212134,1.127072532423335,1.1386245808254563,1.1501766292275777,1.1660005374846258,1.1818244457416742,1.1976483539987222,1.2134722622557703,1.2292961705128185,1.2451200787698669,1.260943987026915,1.276767895283963,1.292591803541011,1.3084157117980595,1.3242396200551076,1.3400635283121558,1.3558874365692042,1.3717113448262521,1.3875352530833003
24-0-ABAG2021-total_population,TOTPOP,ALA,0.9239039977636605,0.9347748552259947,0.9456457126883289,0.9565165701506632,0.9673874276129973,0.9782582850753316,0.9891291425376658,1.0,1.0108708574623344,1.0217417149246686,1.0326125723870028,1.043483429849337,1.0543542873116711,1.0652251447740055,1.0760960022363397,1.086966859698674,1.097837717161008,1.1087085746233423,1.1195794320856767,1.1304502895480109,1.141321147010345,1.1491516524929426,1.1569821579755404,1.164812663458138,1.1726431689407357,1.1804736744233335,1.188304179905931,1.1961346853885286,1.2039651908711264,1.211795696353724,1.2196262018363218,1.2274567073189193,1.235287212801517,1.2431177182841147,1.2509482237667122,1.25877872924931
24-0-ABAG2021-total_population,TOTPOP,CC,0.9499979539790709,0.9571411034106323,0.9642842528421937,0.9714274022737548,0.978570551705316,0.9857137011368774,0.9928568505684386,1.0,1.007143149431561,1.0142862988631225,1.0214294482946837,1.028572597726245,1.0357157471578065,1.0428588965893675,1.0500020460209287,1.0571451954524902,1.0642883448840514,1.0714314943156127,1.078574643747174,1.0857177931787352,1.0928609426102964,1.1020122362197107,1.1111635298291251,1.1203148234385394,1.1294661170479536,1.1386174106573679,1.1477687042667821,1.1569199978761964,1.1660712914856106,1.1752225850950249,1.184373878704439,1.1935251723138534,1.2026764659232676,1.211827759532682,1.2209790531420963,1.2301303467515106
24-0-ABAG2021-total_population,TOTPOP,SOL,0.9982853690610571,0.998530316338049,0.9987752636150409,0.9990202108920326,0.9992651581690245,0.9995101054460164,0.9997550527230081,1.0,1.0002449472769919,1.0004898945539837,1.0007348418309756,1.0009797891079675,1.0012247363849593,1.0014696836619512,1.001714630938943,1.0019595782159347,1.0022045254929266,1.0024494727699185,1.0026944200469103,1.0029393673239022,1.003184314600894,1.011425294632721,1.019666274664548,1.027907254696375,1.036148234728202,1.0443892147600289,1.0526301947918562,1.060871174823683,1.06911215485551,1.077353134887337,1.0855941149191641,1.0938350949509912,1.1020760749828182,1.110317055014645,1.118558035046472,1.1267990150782992
24-0-ABAG2021-total_population,TOTPOP,NAP,1.0054851807525296,1.0047015835021684,1.003917986251807,1.0031343890014455,1.002350791751084,1.0015671945007227,1.0007835972503614,1.0,0.9992164027496384,0.998432805499277,0.9976492082489158,0.9968656109985544,0.996082013748193,0.9952984164978315,0.9945148192474701,0.9937312219971087,0.9929476247467474,0.9921640274963861,0.9913804302460245,0.9905968329956631,0.9898132357453018,0.9914831593388115,0.9931530829323213,0.994823006525831,0.9964929301193407,0.9981628537128505,0.9998327773063602,1.0015027008998698,1.0031726244933796,1.0048425480868894,1.006512471680399,1.0081823952739088,1.0098523188674187,1.0115222424609283,1.013192166054438,1.0148620896479479
24-0-ABAG2021-total_population,TOTPOP,SON,0.9952284821621602,0.9959101275675658,0.9965917729729715,0.9972734183783771,0.9979550637837828,0.9986367091891886,0.9993183545945943,1.0,1.0006816454054057,1.0013632908108114,1.002044936216217,1.0027265816216226,1.0034082270270284,1.004089872432434,1.0047715178378398,1.0054531632432455,1.0061348086486512,1.006816454054057,1.0074980994594624,1.0081797448648682,1.0088613902702739,1.0127810812971054,1.0167007723239367,1.0206204633507683,1.0245401543775998,1.0284598454044314,1.032379536431263,1.0362992274580944,1.0402189184849258,1.0441386095117573,1.0480583005385888,1.0519779915654202,1.055897682592252,1.0598173736190832,1.0637370646459148,1.0676567556727463
24-0-ABAG2021-total_population,TOTPOP,MAR,0.9468391836317409,0.9544335859700637,0.9620279883083864,0.969622390646709,0.9772167929850317,0.9848111953233545,0.9924055976616772,1.0,1.0075944023383225,1.0151888046766453,1.022783207014968,1.0303776093532908,1.0379720116916136,1.045566414029936,1.0531608163682589,1.0607552187065816,1.0683496210449044,1.0759440233832271,1.0835384257215497,1.0911328280598724,1.0987272303981952,1.1039585859135563,1.1091899414289172,1.1144212969442784,1.1196526524596393,1.1248840079750004,1.1301153634903616,1.1353467190057225,1.1405780745210834,1.1458094300364443,1.1510407855518054,1.1562721410671666,1.1615034965825275,1.1667348520978886,1.1719662076132495,1.1771975631286107
24-0-ABAG2021-employed_residents,EMPRES,SF,0.9478210106534728,0.955275151988691,0.9627292933239092,0.9701834346591273,0.9776375759943455,0.9850917173295636,0.9925458586647817,1.0,1.007454141335218,1.0149082826704363,1.0223624240056544,1.0298165653408726,1.037270706676091,1.044724848011309,1.0521789893465272,1.0596331306817453,1.0670872720169633,1.0745414133521816,1.0819955546873998,1.089449696022618,1.0969038373578361,1.111616227416825,1.126328617475814,1.141041007534803,1.155753397593792,1.1704657876527809,1.1851781777117698,1.1998905677707588,1.2146029578297477,1.2293153478887366,1.2440277379477256,1.2587401280067145,1.2734525180657035,1.2881649081246924,1.3028772981836814,1.3175896882426703
24-0-ABAG2021-employed_residents,EMPRES,SM,0.96038943061073,0.9660480833806258,0.9717067361505214,0.9773653889204171,0.9830240416903128,0.9886826944602086,0.9943413472301044,1.0,1.0056586527698959,1.0113173055397915,1.0169759583096871,1.022634611079583,1.0282932638494786,1.0339519166193745,1.03961056938927,1.0452692221591657,1.0509278749290616,1.0565865276989572,1.062245180468853,1.0679038332387487,1.0735624860086443,1.0852945811602144,1.0970266763117842,1.108758771463354,1.1204908666149238,1.1322229617664938,1.1439550569180637,1.1556871520696337,1.1674192472212033,1.1791513423727733,1.1908834375243431,1.2026155326759131,1.214347627827483,1.2260797229790528,1.2378118181306226,1.2495439132821926
24-0-ABAG2021-employed_residents,EMPRES,SNC,0.9142388579980377,0.9264904497126037,0.9387420414271698,0.9509936331417359,0.9632452248563019,0.975496816570868,0.987748408285434,1.0,1.0122515917145662,1.024503183429132,1.0367547751436983,1.0490063668582643,1.0612579585728303,1.0735095502873964,1.0857611420019624,1.0980127337165284,1.1102643254310947,1.1225159171456605,1.1347675088602267,1.1470191005747925,1.1592706922893588,1.1761661252521962,1.1930615582150337,1.2099569911778714,1.2268524241407086,1.2437478571035463,1.2606432900663838,1.2775387230292212,1.2944341559920587,1.3113295889548964,1.3282250219177338,1.3451204548805713,1.3620158878434088,1.3789113208062465,1.395806753769084,1.4127021867319214
24-0-ABAG2021-employed_residents,EMPRES,ALA,0.9272144536248863,0.9376123888213311,0.948010324017776,0.9584082592142207,0.9688061944106655,0.9792041296071103,0.9896020648035552,1.0,1.0103979351964447,1.0207958703928894,1.0311938055893344,1.0415917407857793,1.051989675982224,1.0623876111786688,1.0727855463751137,1.0831834815715584,1.0935814167680034,1.103979351964448,1.1143772871608928,1.1247752223573377,1.1351731575537825,1.143145845466656,1.15111853337953,1.1590912212924036,1.167063909205277,1.175036597118151,1.1830092850310245,1.1909819729438982,1.1989546608567718,1.2069273487696457,1.2149000366825193,1.222872724595393,1.2308454125082664,1.2388181004211403,1.246790788334014,1.2547634762468876
24-0-ABAG2021-employed_residents,EMPRES,CC,0.9523007874802998,0.9591149606973999,0.9659291339144999,0.9727433071316,0.9795574803486998,0.9863716535657999,0.9931858267829001,1.0,1.0068141732171,1.0136283464342,1.0204425196513,1.0272566928684002,1.0340708660855003,1.0408850393026003,1.0476992125197002,1.0545133857368003,1.0613275589539004,1.0681417321710003,1.0749559053881004,1.0817700786052005,1.0885842518223006,1.0979918512798799,1.1073994507374592,1.1168070501950385,1.126214649652618,1.1356222491101975,1.1450298485677768,1.154437448025356,1.1638450474829354,1.173252646940515,1.1826602463980942,1.1920678458556735,1.201475445313253,1.2108830447708323,1.2202906442284116,1.2296982436859911
24-0-ABAG2021-employed_residents,EMPRES,SOL,1.0051666713709886,1.0044285754608473,1.003690479550706,1.002952383640565,1.0022142877304236,1.0014761918202826,1.000738095910141,1.0,0.9992619040898588,0.9985238081797175,0.9977857122695764,0.9970476163594352,0.9963095204492938,0.9955714245391527,0.9948333286290115,0.9940952327188701,0.993357136808729,0.9926190408985878,0.9918809449884467,0.9911428490783053,0.9904047531681641,0.9984615199001132,1.006518286632062,1.0145750533640112,1.0226318200959603,1.0306885868279094,1.0387453535598585,1.0468021202918074,1.0548588870237565,1.0629156537557056,1.0709724204876545,1.0790291872196036,1.0870859539515527,1.0951427206835018,1.103199487415451,1.1112562541473998
24-0-ABAG2021-employed_residents,EMPRES,NAP,1.0154034197446071,1.013202931209663,1.0110024426747193,1.0088019541397752,1.0066014656048314,1.0044009770698876,1.0022004885349438,1.0,0.997799511465056,0.9955990229301122,0.9933985343951683,0.9911980458602245,0.9889975573252806,0.9867970687903366,0.9845965802553928,0.982396091720449,0.9801956031855051,0.9779951146505613,0.9757946261156173,0.9735941375806735,0.9713936490457296,0.9727298776812606,0.9740661063167917,0.9754023349523228,0.9767385635878537,0.9780747922233848,0.9794110208589158,0.9807472494944469,0.9820834781299778,0.9834197067655087,0.9847559354010398,0.9860921640365709,0.9874283926721019,0.9887646213076329,0.9901008499431639,0.991437078578695
24-0-ABAG2021-employed_residents,EMPRES,SON,1.0007211645663292,1.0006181410568535,1.0005151175473779,1.0004120940379024,1.0003090705284268,1.0002060470189513,1.0001030235094757,1.0,0.9998969764905244,0.9997939529810489,0.9996909294715732,0.9995879059620977,0.999484882452622,0.9993818589431465,0.9992788354336709,0.9991758119241952,0.9990727884147197,0.9989697649052441,0.9988667413957685,0.9987637178862929,0.9986606943768173,1.0027766708401487,1.0068926473034803,1.0110086237668117,1.015124600230143,1.0192405766934745,1.0233565531568058,1.0274725296201372,1.0315885060834689,1.0357044825468003,1.0398204590101316,1.043936435473463,1.0480524119367947,1.052168388400126,1.0562843648634574,1.0604003413267888
24-0-ABAG2021-employed_residents,EMPRES,MAR,0.9549011207150757,0.9613438177557792,0.9677865147964827,0.974229211837186,0.9806719088778897,0.987114605918593,0.9935573029592965,1.0,1.0064426970407034,1.0128853940814069,1.0193280911221103,1.0257707881628138,1.0322134852035174,1.0386561822442206,1.0450988792849243,1.0515415763256277,1.057984273366331,1.0644269704070346,1.070869667447738,1.0773123644884417,1.083755061529145,1.0887730383561487,1.0937910151831522,1.098808992010156,1.1038269688371596,1.1088449456641631,1.113862922491167,1.1188808993181705,1.123898876145174,1.1289168529721776,1.1339348297991811,1.138952806626185,1.1439707834531885,1.1489887602801923,1.1540067371071958,1.1590247139341994
24-0-ABAG2021-single_family_dwelling_units,SFDU,SF,0.9968711900782463,0.997318162924211,0.997765135770176,0.9982121086161407,0.9986590814621056,0.9991060543080703,0.9995530271540352,1.0,1.0004469728459648,1.0008939456919297,1.0013409185378943,1.0017878913838592,1.002234864229824,1.0026818370757888,1.0031288099217537,1.0035757827677185,1.0040227556136831,1.004469728459648,1.0049167013056128,1.0053636741515777,1.0058106469975425,1.0012806264808511,0.9967506059641598,0.9922205854474685,0.9876905649307771,0.9831605444140857,0.9786305238973945,0.9741005033807032,0.9695704828640119,0.9650404623473205,0.9605104418306292,0.9559804213139379,0.9514504007972465,0.9469203802805551,0.9423903597638639,0.9378603392471725
24-0-ABAG2021-single_family_dwelling_units,SFDU,SM,0.9955784524504058,0.9962101021003478,0.9968417517502898,0.997473401400232,0.998105051050174,0.998736700700116,0.999368350350058,1.0,1.0006316496499421,1.0012632992998842,1.0018949489498261,1.0025265985997682,1.0031582482497101,1.0037898978996525,1.0044215475495943,1.0050531971995365,1.0056848468494783,1.0063164964994205,1.0069481461493626,1.0075797957993047,1.0082114454492466,1.0080912826958657,1.0079711199424846,1.0078509571891034,1.0077307944357226,1.0076106316823412,1.0074904689289603,1.0073703061755792,1.007250143422198,1.0071299806688172,1.007009817915436,1.006889655162055,1.0067694924086739,1.006649329655293,1.0065291669019119,1.0064090041485307
24-0-ABAG2021-single_family_dwelling_units,SFDU,SNC,0.9906039656712159,0.9919462562896136,0.9932885469080113,0.9946308375264091,0.9959731281448068,0.9973154187632045,0.9986577093816024,1.0,1.0013422906183977,1.0026845812367955,1.0040268718551932,1.005369162473591,1.0067114530919887,1.0080537437103865,1.0093960343287842,1.010738324947182,1.0120806155655797,1.0134229061839775,1.0147651968023752,1.0161074874207727,1.0174497780391707,1.0186808641861438,1.019911950333117,1.0211430364800902,1.0223741226270637,1.0236052087740368,1.0248362949210101,1.0260673810679835,1.0272984672149565,1.0285295533619299,1.029760639508903,1.0309917256558763,1.0322228118028496,1.033453897949823,1.034684984096796,1.0359160702437693
24-0-ABAG2021-single_family_dwelling_units,SFDU,ALA,0.9858247087676532,0.9878497503722741,0.9898747919768951,0.9918998335815161,0.9939248751861371,0.9959499167907581,0.9979749583953791,1.0,1.002025041604621,1.004050083209242,1.006075124813863,1.008100166418484,1.010125208023105,1.0121502496277262,1.014175291232347,1.016200332836968,1.018225374441589,1.0202504160462098,1.022275457650831,1.024300499255452,1.0263255408600729,1.0274088605980434,1.0284921803360139,1.0295755000739841,1.0306588198119544,1.0317421395499249,1.0328254592878954,1.0339087790258656,1.0349920987638361,1.0360754185018066,1.037158738239777,1.0382420579777474,1.0393253777157176,1.0404086974536881,1.0414920171916584,1.042575336929629
